band,STM,value,class,endmember
blue,std,214,1,artificial land
blue,std,247,1,artificial land
blue,std,45,1,artificial land
blue,std,185,1,artificial land
blue,std,101,1,artificial land
blue,std,138,1,artificial land
blue,std,205,1,artificial land
blue,std,108,1,artificial land
blue,std,143,1,artificial land
blue,std,158,1,artificial land
blue,std,72,1,artificial land
blue,std,0,1,artificial land
blue,std,120,1,artificial land
blue,std,46,1,artificial land
blue,std,200,1,artificial land
blue,std,188,1,artificial land
blue,std,28,1,artificial land
blue,std,84,1,artificial land
blue,std,87,1,artificial land
blue,std,256,1,artificial land
blue,std,19,1,artificial land
blue,std,67,1,artificial land
blue,std,142,1,artificial land
blue,std,178,1,artificial land
blue,std,154,1,artificial land
blue,std,132,1,artificial land
blue,std,29,1,artificial land
blue,std,90,1,artificial land
blue,std,144,1,artificial land
blue,std,168,1,artificial land
blue,std,108,1,artificial land
blue,std,77,1,artificial land
blue,std,252,1,artificial land
blue,std,372,1,artificial land
blue,std,129,1,artificial land
blue,std,143,1,artificial land
blue,std,96,1,artificial land
blue,std,138,1,artificial land
blue,std,121,1,artificial land
blue,std,96,1,artificial land
blue,std,153,1,artificial land
blue,std,91,1,artificial land
blue,std,40,1,artificial land
blue,std,350,1,artificial land
blue,std,234,1,artificial land
blue,std,158,1,artificial land
blue,std,13,1,artificial land
blue,std,228,1,artificial land
blue,std,89,1,artificial land
blue,std,175,1,artificial land
blue,q10,699,1,artificial land
blue,q10,1486,1,artificial land
blue,q10,474,1,artificial land
blue,q10,1001,1,artificial land
blue,q10,498,1,artificial land
blue,q10,2349,1,artificial land
blue,q10,971,1,artificial land
blue,q10,2570,1,artificial land
blue,q10,843,1,artificial land
blue,q10,2415,1,artificial land
blue,q10,597,1,artificial land
blue,q10,664,1,artificial land
blue,q10,2220,1,artificial land
blue,q10,1041,1,artificial land
blue,q10,867,1,artificial land
blue,q10,933,1,artificial land
blue,q10,1045,1,artificial land
blue,q10,994,1,artificial land
blue,q10,954,1,artificial land
blue,q10,693,1,artificial land
blue,q10,970,1,artificial land
blue,q10,1038,1,artificial land
blue,q10,344,1,artificial land
blue,q10,993,1,artificial land
blue,q10,642,1,artificial land
blue,q10,617,1,artificial land
blue,q10,762,1,artificial land
blue,q10,836,1,artificial land
blue,q10,1199,1,artificial land
blue,q10,1286,1,artificial land
blue,q10,1496,1,artificial land
blue,q10,536,1,artificial land
blue,q10,1737,1,artificial land
blue,q10,2862,1,artificial land
blue,q10,1101,1,artificial land
blue,q10,710,1,artificial land
blue,q10,370,1,artificial land
blue,q10,453,1,artificial land
blue,q10,1405,1,artificial land
blue,q10,1553,1,artificial land
blue,q10,1222,1,artificial land
blue,q10,746,1,artificial land
blue,q10,2953,1,artificial land
blue,q10,2400,1,artificial land
blue,q10,1839,1,artificial land
blue,q10,1302,1,artificial land
blue,q10,1220,1,artificial land
blue,q10,1765,1,artificial land
blue,q10,849,1,artificial land
blue,q10,564,1,artificial land
blue,q50,873,1,artificial land
blue,q50,1707,1,artificial land
blue,q50,549,1,artificial land
blue,q50,1296,1,artificial land
blue,q50,650,1,artificial land
blue,q50,2349,1,artificial land
blue,q50,1323,1,artificial land
blue,q50,2715,1,artificial land
blue,q50,1072,1,artificial land
blue,q50,2711,1,artificial land
blue,q50,674,1,artificial land
blue,q50,664,1,artificial land
blue,q50,2243,1,artificial land
blue,q50,1120,1,artificial land
blue,q50,1088,1,artificial land
blue,q50,1231,1,artificial land
blue,q50,1105,1,artificial land
blue,q50,1144,1,artificial land
blue,q50,1089,1,artificial land
blue,q50,1261,1,artificial land
blue,q50,1012,1,artificial land
blue,q50,1089,1,artificial land
blue,q50,565,1,artificial land
blue,q50,1267,1,artificial land
blue,q50,911,1,artificial land
blue,q50,759,1,artificial land
blue,q50,806,1,artificial land
blue,q50,1026,1,artificial land
blue,q50,1472,1,artificial land
blue,q50,1286,1,artificial land
blue,q50,1658,1,artificial land
blue,q50,707,1,artificial land
blue,q50,1890,1,artificial land
blue,q50,3372,1,artificial land
blue,q50,1328,1,artificial land
blue,q50,1045,1,artificial land
blue,q50,433,1,artificial land
blue,q50,629,1,artificial land
blue,q50,1665,1,artificial land
blue,q50,1640,1,artificial land
blue,q50,1497,1,artificial land
blue,q50,889,1,artificial land
blue,q50,3006,1,artificial land
blue,q50,2887,1,artificial land
blue,q50,2057,1,artificial land
blue,q50,1632,1,artificial land
blue,q50,1245,1,artificial land
blue,q50,2188,1,artificial land
blue,q50,913,1,artificial land
blue,q50,975,1,artificial land
blue,q90,1268,1,artificial land
blue,q90,2063,1,artificial land
blue,q90,585,1,artificial land
blue,q90,1437,1,artificial land
blue,q90,716,1,artificial land
blue,q90,2472,1,artificial land
blue,q90,1427,1,artificial land
blue,q90,2859,1,artificial land
blue,q90,1224,1,artificial land
blue,q90,2733,1,artificial land
blue,q90,763,1,artificial land
blue,q90,664,1,artificial land
blue,q90,2475,1,artificial land
blue,q90,1141,1,artificial land
blue,q90,1344,1,artificial land
blue,q90,1338,1,artificial land
blue,q90,1105,1,artificial land
blue,q90,1223,1,artificial land
blue,q90,1121,1,artificial land
blue,q90,1383,1,artificial land
blue,q90,1018,1,artificial land
blue,q90,1197,1,artificial land
blue,q90,759,1,artificial land
blue,q90,1394,1,artificial land
blue,q90,974,1,artificial land
blue,q90,897,1,artificial land
blue,q90,827,1,artificial land
blue,q90,1057,1,artificial land
blue,q90,1505,1,artificial land
blue,q90,1636,1,artificial land
blue,q90,1800,1,artificial land
blue,q90,727,1,artificial land
blue,q90,2340,1,artificial land
blue,q90,3654,1,artificial land
blue,q90,1419,1,artificial land
blue,q90,1062,1,artificial land
blue,q90,578,1,artificial land
blue,q90,821,1,artificial land
blue,q90,1728,1,artificial land
blue,q90,1767,1,artificial land
blue,q90,1671,1,artificial land
blue,q90,975,1,artificial land
blue,q90,3047,1,artificial land
blue,q90,3158,1,artificial land
blue,q90,2312,1,artificial land
blue,q90,1705,1,artificial land
blue,q90,1260,1,artificial land
blue,q90,2361,1,artificial land
blue,q90,1045,1,artificial land
blue,q90,1175,1,artificial land
green,std,234,1,artificial land
green,std,225,1,artificial land
green,std,68,1,artificial land
green,std,262,1,artificial land
green,std,107,1,artificial land
green,std,202,1,artificial land
green,std,224,1,artificial land
green,std,111,1,artificial land
green,std,168,1,artificial land
green,std,207,1,artificial land
green,std,100,1,artificial land
green,std,0,1,artificial land
green,std,103,1,artificial land
green,std,54,1,artificial land
green,std,248,1,artificial land
green,std,276,1,artificial land
green,std,18,1,artificial land
green,std,100,1,artificial land
green,std,141,1,artificial land
green,std,334,1,artificial land
green,std,40,1,artificial land
green,std,68,1,artificial land
green,std,120,1,artificial land
green,std,143,1,artificial land
green,std,171,1,artificial land
green,std,158,1,artificial land
green,std,19,1,artificial land
green,std,67,1,artificial land
green,std,179,1,artificial land
green,std,122,1,artificial land
green,std,72,1,artificial land
green,std,86,1,artificial land
green,std,243,1,artificial land
green,std,386,1,artificial land
green,std,174,1,artificial land
green,std,82,1,artificial land
green,std,113,1,artificial land
green,std,177,1,artificial land
green,std,93,1,artificial land
green,std,59,1,artificial land
green,std,170,1,artificial land
green,std,83,1,artificial land
green,std,2,1,artificial land
green,std,316,1,artificial land
green,std,182,1,artificial land
green,std,296,1,artificial land
green,std,41,1,artificial land
green,std,198,1,artificial land
green,std,174,1,artificial land
green,std,227,1,artificial land
green,q10,895,1,artificial land
green,q10,1751,1,artificial land
green,q10,694,1,artificial land
green,q10,1104,1,artificial land
green,q10,634,1,artificial land
green,q10,2527,1,artificial land
green,q10,1243,1,artificial land
green,q10,2903,1,artificial land
green,q10,1106,1,artificial land
green,q10,2680,1,artificial land
green,q10,662,1,artificial land
green,q10,810,1,artificial land
green,q10,2429,1,artificial land
green,q10,1181,1,artificial land
green,q10,1085,1,artificial land
green,q10,1123,1,artificial land
green,q10,1347,1,artificial land
green,q10,1215,1,artificial land
green,q10,1341,1,artificial land
green,q10,1528,1,artificial land
green,q10,1232,1,artificial land
green,q10,1141,1,artificial land
green,q10,554,1,artificial land
green,q10,1336,1,artificial land
green,q10,862,1,artificial land
green,q10,793,1,artificial land
green,q10,1100,1,artificial land
green,q10,1233,1,artificial land
green,q10,1434,1,artificial land
green,q10,1812,1,artificial land
green,q10,1760,1,artificial land
green,q10,827,1,artificial land
green,q10,2046,1,artificial land
green,q10,3252,1,artificial land
green,q10,1341,1,artificial land
green,q10,1214,1,artificial land
green,q10,659,1,artificial land
green,q10,841,1,artificial land
green,q10,1728,1,artificial land
green,q10,1988,1,artificial land
green,q10,1661,1,artificial land
green,q10,1090,1,artificial land
green,q10,3352,1,artificial land
green,q10,2823,1,artificial land
green,q10,2351,1,artificial land
green,q10,1354,1,artificial land
green,q10,1594,1,artificial land
green,q10,2199,1,artificial land
green,q10,1278,1,artificial land
green,q10,770,1,artificial land
green,q50,1042,1,artificial land
green,q50,1983,1,artificial land
green,q50,796,1,artificial land
green,q50,1445,1,artificial land
green,q50,747,1,artificial land
green,q50,2552,1,artificial land
green,q50,1532,1,artificial land
green,q50,3100,1,artificial land
green,q50,1263,1,artificial land
green,q50,2862,1,artificial land
green,q50,767,1,artificial land
green,q50,810,1,artificial land
green,q50,2514,1,artificial land
green,q50,1248,1,artificial land
green,q50,1380,1,artificial land
green,q50,1531,1,artificial land
green,q50,1386,1,artificial land
green,q50,1408,1,artificial land
green,q50,1299,1,artificial land
green,q50,1526,1,artificial land
green,q50,1233,1,artificial land
green,q50,1249,1,artificial land
green,q50,720,1,artificial land
green,q50,1576,1,artificial land
green,q50,1111,1,artificial land
green,q50,984,1,artificial land
green,q50,1141,1,artificial land
green,q50,1317,1,artificial land
green,q50,1792,1,artificial land
green,q50,2026,1,artificial land
green,q50,1902,1,artificial land
green,q50,947,1,artificial land
green,q50,2279,1,artificial land
green,q50,3720,1,artificial land
green,q50,1623,1,artificial land
green,q50,1214,1,artificial land
green,q50,764,1,artificial land
green,q50,842,1,artificial land
green,q50,1931,1,artificial land
green,q50,2043,1,artificial land
green,q50,1705,1,artificial land
green,q50,1217,1,artificial land
green,q50,3355,1,artificial land
green,q50,3248,1,artificial land
green,q50,2480,1,artificial land
green,q50,1719,1,artificial land
green,q50,1663,1,artificial land
green,q50,2594,1,artificial land
green,q50,1456,1,artificial land
green,q50,1021,1,artificial land
green,q90,1529,1,artificial land
green,q90,2281,1,artificial land
green,q90,867,1,artificial land
green,q90,1712,1,artificial land
green,q90,870,1,artificial land
green,q90,2929,1,artificial land
green,q90,1775,1,artificial land
green,q90,3143,1,artificial land
green,q90,1516,1,artificial land
green,q90,3111,1,artificial land
green,q90,890,1,artificial land
green,q90,810,1,artificial land
green,q90,2660,1,artificial land
green,q90,1310,1,artificial land
green,q90,1680,1,artificial land
green,q90,1723,1,artificial land
green,q90,1386,1,artificial land
green,q90,1487,1,artificial land
green,q90,1424,1,artificial land
green,q90,1696,1,artificial land
green,q90,1272,1,artificial land
green,q90,1318,1,artificial land
green,q90,865,1,artificial land
green,q90,1651,1,artificial land
green,q90,1236,1,artificial land
green,q90,1130,1,artificial land
green,q90,1140,1,artificial land
green,q90,1360,1,artificial land
green,q90,1809,1,artificial land
green,q90,2076,1,artificial land
green,q90,1948,1,artificial land
green,q90,1050,1,artificial land
green,q90,2657,1,artificial land
green,q90,4081,1,artificial land
green,q90,1740,1,artificial land
green,q90,1214,1,artificial land
green,q90,922,1,artificial land
green,q90,1136,1,artificial land
green,q90,1991,1,artificial land
green,q90,2123,1,artificial land
green,q90,2098,1,artificial land
green,q90,1332,1,artificial land
green,q90,3357,1,artificial land
green,q90,3510,1,artificial land
green,q90,2699,1,artificial land
green,q90,2122,1,artificial land
green,q90,1721,1,artificial land
green,q90,2749,1,artificial land
green,q90,1689,1,artificial land
green,q90,1403,1,artificial land
red,std,201,1,artificial land
red,std,228,1,artificial land
red,std,60,1,artificial land
red,std,280,1,artificial land
red,std,95,1,artificial land
red,std,165,1,artificial land
red,std,209,1,artificial land
red,std,141,1,artificial land
red,std,148,1,artificial land
red,std,186,1,artificial land
red,std,96,1,artificial land
red,std,0,1,artificial land
red,std,115,1,artificial land
red,std,59,1,artificial land
red,std,284,1,artificial land
red,std,265,1,artificial land
red,std,64,1,artificial land
red,std,80,1,artificial land
red,std,195,1,artificial land
red,std,392,1,artificial land
red,std,58,1,artificial land
red,std,39,1,artificial land
red,std,114,1,artificial land
red,std,140,1,artificial land
red,std,145,1,artificial land
red,std,143,1,artificial land
red,std,24,1,artificial land
red,std,114,1,artificial land
red,std,204,1,artificial land
red,std,71,1,artificial land
red,std,54,1,artificial land
red,std,103,1,artificial land
red,std,237,1,artificial land
red,std,361,1,artificial land
red,std,179,1,artificial land
red,std,64,1,artificial land
red,std,156,1,artificial land
red,std,164,1,artificial land
red,std,126,1,artificial land
red,std,71,1,artificial land
red,std,195,1,artificial land
red,std,129,1,artificial land
red,std,36,1,artificial land
red,std,309,1,artificial land
red,std,158,1,artificial land
red,std,395,1,artificial land
red,std,57,1,artificial land
red,std,219,1,artificial land
red,std,222,1,artificial land
red,std,243,1,artificial land
red,q10,1014,1,artificial land
red,q10,1849,1,artificial land
red,q10,860,1,artificial land
red,q10,1140,1,artificial land
red,q10,694,1,artificial land
red,q10,2464,1,artificial land
red,q10,1418,1,artificial land
red,q10,2862,1,artificial land
red,q10,1325,1,artificial land
red,q10,2736,1,artificial land
red,q10,773,1,artificial land
red,q10,954,1,artificial land
red,q10,2547,1,artificial land
red,q10,1170,1,artificial land
red,q10,1184,1,artificial land
red,q10,1316,1,artificial land
red,q10,1416,1,artificial land
red,q10,1315,1,artificial land
red,q10,1392,1,artificial land
red,q10,1641,1,artificial land
red,q10,1356,1,artificial land
red,q10,1160,1,artificial land
red,q10,634,1,artificial land
red,q10,1456,1,artificial land
red,q10,965,1,artificial land
red,q10,824,1,artificial land
red,q10,1406,1,artificial land
red,q10,1263,1,artificial land
red,q10,1447,1,artificial land
red,q10,2017,1,artificial land
red,q10,1700,1,artificial land
red,q10,1013,1,artificial land
red,q10,2093,1,artificial land
red,q10,3300,1,artificial land
red,q10,1366,1,artificial land
red,q10,1275,1,artificial land
red,q10,582,1,artificial land
red,q10,781,1,artificial land
red,q10,1821,1,artificial land
red,q10,2193,1,artificial land
red,q10,1680,1,artificial land
red,q10,1322,1,artificial land
red,q10,3525,1,artificial land
red,q10,3017,1,artificial land
red,q10,2662,1,artificial land
red,q10,1334,1,artificial land
red,q10,1895,1,artificial land
red,q10,2324,1,artificial land
red,q10,1783,1,artificial land
red,q10,704,1,artificial land
red,q50,1026,1,artificial land
red,q50,2194,1,artificial land
red,q50,969,1,artificial land
red,q50,1563,1,artificial land
red,q50,747,1,artificial land
red,q50,2639,1,artificial land
red,q50,1540,1,artificial land
red,q50,3055,1,artificial land
red,q50,1454,1,artificial land
red,q50,2818,1,artificial land
red,q50,875,1,artificial land
red,q50,954,1,artificial land
red,q50,2594,1,artificial land
red,q50,1269,1,artificial land
red,q50,1507,1,artificial land
red,q50,1686,1,artificial land
red,q50,1505,1,artificial land
red,q50,1471,1,artificial land
red,q50,1391,1,artificial land
red,q50,1641,1,artificial land
red,q50,1466,1,artificial land
red,q50,1210,1,artificial land
red,q50,775,1,artificial land
red,q50,1681,1,artificial land
red,q50,1225,1,artificial land
red,q50,1005,1,artificial land
red,q50,1428,1,artificial land
red,q50,1410,1,artificial land
red,q50,1833,1,artificial land
red,q50,2092,1,artificial land
red,q50,1817,1,artificial land
red,q50,1113,1,artificial land
red,q50,2373,1,artificial land
red,q50,3618,1,artificial land
red,q50,1768,1,artificial land
red,q50,1275,1,artificial land
red,q50,635,1,artificial land
red,q50,972,1,artificial land
red,q50,2099,1,artificial land
red,q50,2303,1,artificial land
red,q50,1841,1,artificial land
red,q50,1483,1,artificial land
red,q50,3572,1,artificial land
red,q50,3478,1,artificial land
red,q50,2810,1,artificial land
red,q50,1842,1,artificial land
red,q50,2015,1,artificial land
red,q50,2756,1,artificial land
red,q50,1953,1,artificial land
red,q50,1075,1,artificial land
red,q90,1515,1,artificial land
red,q90,2336,1,artificial land
red,q90,1015,1,artificial land
red,q90,1803,1,artificial land
red,q90,919,1,artificial land
red,q90,2940,1,artificial land
red,q90,1921,1,artificial land
red,q90,3197,1,artificial land
red,q90,1661,1,artificial land
red,q90,3123,1,artificial land
red,q90,993,1,artificial land
red,q90,954,1,artificial land
red,q90,2777,1,artificial land
red,q90,1297,1,artificial land
red,q90,1863,1,artificial land
red,q90,1894,1,artificial land
red,q90,1550,1,artificial land
red,q90,1521,1,artificial land
red,q90,1510,1,artificial land
red,q90,1893,1,artificial land
red,q90,1509,1,artificial land
red,q90,1250,1,artificial land
red,q90,949,1,artificial land
red,q90,1774,1,artificial land
red,q90,1277,1,artificial land
red,q90,1129,1,artificial land
red,q90,1447,1,artificial land
red,q90,1422,1,artificial land
red,q90,1880,1,artificial land
red,q90,2151,1,artificial land
red,q90,1849,1,artificial land
red,q90,1267,1,artificial land
red,q90,2694,1,artificial land
red,q90,4085,1,artificial land
red,q90,1852,1,artificial land
red,q90,1275,1,artificial land
red,q90,921,1,artificial land
red,q90,1219,1,artificial land
red,q90,2167,1,artificial land
red,q90,2364,1,artificial land
red,q90,2233,1,artificial land
red,q90,1691,1,artificial land
red,q90,3609,1,artificial land
red,q90,3651,1,artificial land
red,q90,2996,1,artificial land
red,q90,2353,1,artificial land
red,q90,2070,1,artificial land
red,q90,2856,1,artificial land
red,q90,2323,1,artificial land
red,q90,1375,1,artificial land
NIR,std,436,1,artificial land
NIR,std,107,1,artificial land
NIR,std,330,1,artificial land
NIR,std,339,1,artificial land
NIR,std,231,1,artificial land
NIR,std,272,1,artificial land
NIR,std,328,1,artificial land
NIR,std,205,1,artificial land
NIR,std,225,1,artificial land
NIR,std,114,1,artificial land
NIR,std,190,1,artificial land
NIR,std,0,1,artificial land
NIR,std,80,1,artificial land
NIR,std,278,1,artificial land
NIR,std,249,1,artificial land
NIR,std,440,1,artificial land
NIR,std,7,1,artificial land
NIR,std,156,1,artificial land
NIR,std,361,1,artificial land
NIR,std,505,1,artificial land
NIR,std,113,1,artificial land
NIR,std,79,1,artificial land
NIR,std,206,1,artificial land
NIR,std,172,1,artificial land
NIR,std,345,1,artificial land
NIR,std,274,1,artificial land
NIR,std,61,1,artificial land
NIR,std,139,1,artificial land
NIR,std,244,1,artificial land
NIR,std,269,1,artificial land
NIR,std,82,1,artificial land
NIR,std,287,1,artificial land
NIR,std,240,1,artificial land
NIR,std,358,1,artificial land
NIR,std,284,1,artificial land
NIR,std,92,1,artificial land
NIR,std,334,1,artificial land
NIR,std,435,1,artificial land
NIR,std,198,1,artificial land
NIR,std,61,1,artificial land
NIR,std,342,1,artificial land
NIR,std,180,1,artificial land
NIR,std,103,1,artificial land
NIR,std,191,1,artificial land
NIR,std,73,1,artificial land
NIR,std,176,1,artificial land
NIR,std,89,1,artificial land
NIR,std,265,1,artificial land
NIR,std,300,1,artificial land
NIR,std,368,1,artificial land
NIR,q10,1535,1,artificial land
NIR,q10,2134,1,artificial land
NIR,q10,1338,1,artificial land
NIR,q10,1413,1,artificial land
NIR,q10,736,1,artificial land
NIR,q10,2618,1,artificial land
NIR,q10,1533,1,artificial land
NIR,q10,2879,1,artificial land
NIR,q10,1643,1,artificial land
NIR,q10,2653,1,artificial land
NIR,q10,930,1,artificial land
NIR,q10,1079,1,artificial land
NIR,q10,2791,1,artificial land
NIR,q10,1380,1,artificial land
NIR,q10,1304,1,artificial land
NIR,q10,1637,1,artificial land
NIR,q10,2499,1,artificial land
NIR,q10,1883,1,artificial land
NIR,q10,1900,1,artificial land
NIR,q10,2006,1,artificial land
NIR,q10,1477,1,artificial land
NIR,q10,1451,1,artificial land
NIR,q10,679,1,artificial land
NIR,q10,1550,1,artificial land
NIR,q10,1370,1,artificial land
NIR,q10,1131,1,artificial land
NIR,q10,1653,1,artificial land
NIR,q10,2060,1,artificial land
NIR,q10,1713,1,artificial land
NIR,q10,2222,1,artificial land
NIR,q10,1966,1,artificial land
NIR,q10,1642,1,artificial land
NIR,q10,2129,1,artificial land
NIR,q10,3236,1,artificial land
NIR,q10,1687,1,artificial land
NIR,q10,1641,1,artificial land
NIR,q10,2692,1,artificial land
NIR,q10,1441,1,artificial land
NIR,q10,1930,1,artificial land
NIR,q10,2390,1,artificial land
NIR,q10,1925,1,artificial land
NIR,q10,1942,1,artificial land
NIR,q10,3405,1,artificial land
NIR,q10,3260,1,artificial land
NIR,q10,2860,1,artificial land
NIR,q10,2258,1,artificial land
NIR,q10,2464,1,artificial land
NIR,q10,2512,1,artificial land
NIR,q10,2292,1,artificial land
NIR,q10,777,1,artificial land
NIR,q50,2082,1,artificial land
NIR,q50,2267,1,artificial land
NIR,q50,1587,1,artificial land
NIR,q50,1905,1,artificial land
NIR,q50,1005,1,artificial land
NIR,q50,2793,1,artificial land
NIR,q50,1796,1,artificial land
NIR,q50,3299,1,artificial land
NIR,q50,1890,1,artificial land
NIR,q50,2692,1,artificial land
NIR,q50,1130,1,artificial land
NIR,q50,1079,1,artificial land
NIR,q50,2803,1,artificial land
NIR,q50,1620,1,artificial land
NIR,q50,1760,1,artificial land
NIR,q50,2333,1,artificial land
NIR,q50,2515,1,artificial land
NIR,q50,1938,1,artificial land
NIR,q50,2151,1,artificial land
NIR,q50,2007,1,artificial land
NIR,q50,1736,1,artificial land
NIR,q50,1603,1,artificial land
NIR,q50,926,1,artificial land
NIR,q50,1859,1,artificial land
NIR,q50,1825,1,artificial land
NIR,q50,1507,1,artificial land
NIR,q50,1766,1,artificial land
NIR,q50,2174,1,artificial land
NIR,q50,2084,1,artificial land
NIR,q50,2717,1,artificial land
NIR,q50,2127,1,artificial land
NIR,q50,1813,1,artificial land
NIR,q50,2683,1,artificial land
NIR,q50,3487,1,artificial land
NIR,q50,2057,1,artificial land
NIR,q50,1641,1,artificial land
NIR,q50,3396,1,artificial land
NIR,q50,1441,1,artificial land
NIR,q50,2320,1,artificial land
NIR,q50,2417,1,artificial land
NIR,q50,2128,1,artificial land
NIR,q50,2097,1,artificial land
NIR,q50,3541,1,artificial land
NIR,q50,3606,1,artificial land
NIR,q50,2950,1,artificial land
NIR,q50,2431,1,artificial land
NIR,q50,2626,1,artificial land
NIR,q50,2988,1,artificial land
NIR,q50,2617,1,artificial land
NIR,q50,1262,1,artificial land
NIR,q90,2800,1,artificial land
NIR,q90,2368,1,artificial land
NIR,q90,2133,1,artificial land
NIR,q90,2246,1,artificial land
NIR,q90,1351,1,artificial land
NIR,q90,3350,1,artificial land
NIR,q90,2329,1,artificial land
NIR,q90,3359,1,artificial land
NIR,q90,2201,1,artificial land
NIR,q90,2844,1,artificial land
NIR,q90,1363,1,artificial land
NIR,q90,1079,1,artificial land
NIR,q90,2948,1,artificial land
NIR,q90,2080,1,artificial land
NIR,q90,1909,1,artificial land
NIR,q90,2587,1,artificial land
NIR,q90,2515,1,artificial land
NIR,q90,2136,1,artificial land
NIR,q90,2480,1,artificial land
NIR,q90,2438,1,artificial land
NIR,q90,1785,1,artificial land
NIR,q90,1648,1,artificial land
NIR,q90,1287,1,artificial land
NIR,q90,1979,1,artificial land
NIR,q90,2126,1,artificial land
NIR,q90,1711,1,artificial land
NIR,q90,1784,1,artificial land
NIR,q90,2381,1,artificial land
NIR,q90,2248,1,artificial land
NIR,q90,2795,1,artificial land
NIR,q90,2170,1,artificial land
NIR,q90,2323,1,artificial land
NIR,q90,2750,1,artificial land
NIR,q90,4133,1,artificial land
NIR,q90,2331,1,artificial land
NIR,q90,1765,1,artificial land
NIR,q90,3483,1,artificial land
NIR,q90,2422,1,artificial land
NIR,q90,2500,1,artificial land
NIR,q90,2521,1,artificial land
NIR,q90,2800,1,artificial land
NIR,q90,2414,1,artificial land
NIR,q90,3646,1,artificial land
NIR,q90,3665,1,artificial land
NIR,q90,3011,1,artificial land
NIR,q90,2756,1,artificial land
NIR,q90,2737,1,artificial land
NIR,q90,3161,1,artificial land
NIR,q90,3005,1,artificial land
NIR,q90,1772,1,artificial land
SWIR1,std,161,1,artificial land
SWIR1,std,93,1,artificial land
SWIR1,std,111,1,artificial land
SWIR1,std,281,1,artificial land
SWIR1,std,175,1,artificial land
SWIR1,std,280,1,artificial land
SWIR1,std,452,1,artificial land
SWIR1,std,255,1,artificial land
SWIR1,std,225,1,artificial land
SWIR1,std,72,1,artificial land
SWIR1,std,98,1,artificial land
SWIR1,std,0,1,artificial land
SWIR1,std,137,1,artificial land
SWIR1,std,73,1,artificial land
SWIR1,std,278,1,artificial land
SWIR1,std,279,1,artificial land
SWIR1,std,40,1,artificial land
SWIR1,std,406,1,artificial land
SWIR1,std,395,1,artificial land
SWIR1,std,487,1,artificial land
SWIR1,std,128,1,artificial land
SWIR1,std,107,1,artificial land
SWIR1,std,212,1,artificial land
SWIR1,std,117,1,artificial land
SWIR1,std,195,1,artificial land
SWIR1,std,201,1,artificial land
SWIR1,std,38,1,artificial land
SWIR1,std,193,1,artificial land
SWIR1,std,114,1,artificial land
SWIR1,std,99,1,artificial land
SWIR1,std,30,1,artificial land
SWIR1,std,286,1,artificial land
SWIR1,std,285,1,artificial land
SWIR1,std,410,1,artificial land
SWIR1,std,201,1,artificial land
SWIR1,std,128,1,artificial land
SWIR1,std,149,1,artificial land
SWIR1,std,283,1,artificial land
SWIR1,std,132,1,artificial land
SWIR1,std,76,1,artificial land
SWIR1,std,266,1,artificial land
SWIR1,std,123,1,artificial land
SWIR1,std,218,1,artificial land
SWIR1,std,192,1,artificial land
SWIR1,std,89,1,artificial land
SWIR1,std,311,1,artificial land
SWIR1,std,55,1,artificial land
SWIR1,std,179,1,artificial land
SWIR1,std,354,1,artificial land
SWIR1,std,429,1,artificial land
SWIR1,q10,1605,1,artificial land
SWIR1,q10,1872,1,artificial land
SWIR1,q10,2131,1,artificial land
SWIR1,q10,1703,1,artificial land
SWIR1,q10,846,1,artificial land
SWIR1,q10,2173,1,artificial land
SWIR1,q10,2045,1,artificial land
SWIR1,q10,2211,1,artificial land
SWIR1,q10,1682,1,artificial land
SWIR1,q10,2627,1,artificial land
SWIR1,q10,1398,1,artificial land
SWIR1,q10,1208,1,artificial land
SWIR1,q10,2630,1,artificial land
SWIR1,q10,2101,1,artificial land
SWIR1,q10,1624,1,artificial land
SWIR1,q10,2221,1,artificial land
SWIR1,q10,2063,1,artificial land
SWIR1,q10,2842,1,artificial land
SWIR1,q10,1718,1,artificial land
SWIR1,q10,1166,1,artificial land
SWIR1,q10,1590,1,artificial land
SWIR1,q10,1410,1,artificial land
SWIR1,q10,450,1,artificial land
SWIR1,q10,1629,1,artificial land
SWIR1,q10,1811,1,artificial land
SWIR1,q10,1391,1,artificial land
SWIR1,q10,1678,1,artificial land
SWIR1,q10,1847,1,artificial land
SWIR1,q10,2354,1,artificial land
SWIR1,q10,2366,1,artificial land
SWIR1,q10,2271,1,artificial land
SWIR1,q10,2239,1,artificial land
SWIR1,q10,2178,1,artificial land
SWIR1,q10,3475,1,artificial land
SWIR1,q10,1692,1,artificial land
SWIR1,q10,2195,1,artificial land
SWIR1,q10,1754,1,artificial land
SWIR1,q10,1313,1,artificial land
SWIR1,q10,2087,1,artificial land
SWIR1,q10,2929,1,artificial land
SWIR1,q10,1721,1,artificial land
SWIR1,q10,2397,1,artificial land
SWIR1,q10,4526,1,artificial land
SWIR1,q10,2745,1,artificial land
SWIR1,q10,2718,1,artificial land
SWIR1,q10,2229,1,artificial land
SWIR1,q10,2332,1,artificial land
SWIR1,q10,2454,1,artificial land
SWIR1,q10,3030,1,artificial land
SWIR1,q10,743,1,artificial land
SWIR1,q50,1806,1,artificial land
SWIR1,q50,1914,1,artificial land
SWIR1,q50,2258,1,artificial land
SWIR1,q50,2129,1,artificial land
SWIR1,q50,934,1,artificial land
