band,STM,value,class,endmember
blue,std,303,8,bare ground
blue,std,38,8,bare ground
blue,std,342,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,377,8,bare ground
blue,std,-9999,8,bare ground
blue,std,36,8,bare ground
blue,std,29,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,406,8,bare ground
blue,std,0,8,bare ground
blue,std,0,8,bare ground
blue,std,2,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,103,8,bare ground
blue,std,0,8,bare ground
blue,std,345,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,37,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,17,8,bare ground
blue,std,0,8,bare ground
blue,std,542,8,bare ground
blue,std,-9999,8,bare ground
blue,std,51,8,bare ground
blue,std,109,8,bare ground
blue,std,91,8,bare ground
blue,std,0,8,bare ground
blue,std,390,8,bare ground
blue,std,174,8,bare ground
blue,std,83,8,bare ground
blue,std,-9999,8,bare ground
blue,std,56,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,34,8,bare ground
blue,std,0,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,68,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,794,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,49,8,bare ground
blue,std,23,8,bare ground
blue,std,762,8,bare ground
blue,std,0,8,bare ground
blue,std,215,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,26,8,bare ground
blue,std,0,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,-9999,8,bare ground
blue,std,0,8,bare ground
blue,std,0,8,bare ground
blue,std,-9999,8,bare ground
blue,std,214,8,bare ground
blue,std,579,8,bare ground
blue,std,-9999,8,bare ground
blue,std,240,8,bare ground
blue,std,103,8,bare ground
blue,std,267,8,bare ground
blue,std,164,8,bare ground
blue,std,46,8,bare ground
blue,std,92,8,bare ground
blue,std,255,8,bare ground
blue,std,71,8,bare ground
blue,q10,641,8,bare ground
blue,q10,956,8,bare ground
blue,q10,304,8,bare ground
blue,q10,1562,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,369,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,2093,8,bare ground
blue,q10,528,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1929,8,bare ground
blue,q10,1405,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,2569,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1190,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,2393,8,bare ground
blue,q10,2533,8,bare ground
blue,q10,1697,8,bare ground
blue,q10,2430,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,360,8,bare ground
blue,q10,981,8,bare ground
blue,q10,352,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1257,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,908,8,bare ground
blue,q10,1247,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,849,8,bare ground
blue,q10,1419,8,bare ground
blue,q10,250,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1254,8,bare ground
blue,q10,1363,8,bare ground
blue,q10,1205,8,bare ground
blue,q10,1438,8,bare ground
blue,q10,167,8,bare ground
blue,q10,1034,8,bare ground
blue,q10,1221,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1578,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1168,8,bare ground
blue,q10,1141,8,bare ground
blue,q10,1204,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,612,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,902,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1079,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,912,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,157,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,822,8,bare ground
blue,q10,799,8,bare ground
blue,q10,327,8,bare ground
blue,q10,661,8,bare ground
blue,q10,2222,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1139,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1133,8,bare ground
blue,q10,1411,8,bare ground
blue,q10,2832,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1762,8,bare ground
blue,q10,3033,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1164,8,bare ground
blue,q10,1471,8,bare ground
blue,q10,-9999,8,bare ground
blue,q10,1557,8,bare ground
blue,q10,1048,8,bare ground
blue,q10,1810,8,bare ground
blue,q10,1751,8,bare ground
blue,q10,1935,8,bare ground
blue,q10,922,8,bare ground
blue,q10,1748,8,bare ground
blue,q10,812,8,bare ground
blue,q50,755,8,bare ground
blue,q50,968,8,bare ground
blue,q50,403,8,bare ground
blue,q50,1562,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,962,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,2161,8,bare ground
blue,q50,586,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1929,8,bare ground
blue,q50,1405,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,2569,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1190,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,3169,8,bare ground
blue,q50,2533,8,bare ground
blue,q50,1698,8,bare ground
blue,q50,2432,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,461,8,bare ground
blue,q50,981,8,bare ground
blue,q50,413,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1257,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,945,8,bare ground
blue,q50,1247,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,873,8,bare ground
blue,q50,1419,8,bare ground
blue,q50,778,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1285,8,bare ground
blue,q50,1497,8,bare ground
blue,q50,1253,8,bare ground
blue,q50,1438,8,bare ground
blue,q50,564,8,bare ground
blue,q50,1173,8,bare ground
blue,q50,1273,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1641,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1206,8,bare ground
blue,q50,1141,8,bare ground
blue,q50,1204,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,612,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,921,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1079,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,912,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1706,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,918,8,bare ground
blue,q50,843,8,bare ground
blue,q50,809,8,bare ground
blue,q50,661,8,bare ground
blue,q50,2488,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1139,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1190,8,bare ground
blue,q50,1411,8,bare ground
blue,q50,2832,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1763,8,bare ground
blue,q50,3034,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,1568,8,bare ground
blue,q50,1587,8,bare ground
blue,q50,-9999,8,bare ground
blue,q50,2016,8,bare ground
blue,q50,1249,8,bare ground
blue,q50,1732,8,bare ground
blue,q50,2049,8,bare ground
blue,q50,2022,8,bare ground
blue,q50,995,8,bare ground
blue,q50,1971,8,bare ground
blue,q50,916,8,bare ground
blue,q90,1311,8,bare ground
blue,q90,1039,8,bare ground
blue,q90,1037,8,bare ground
blue,q90,1562,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1163,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,2191,8,bare ground
blue,q90,597,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1929,8,bare ground
blue,q90,1405,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,2569,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1190,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,3302,8,bare ground
blue,q90,2533,8,bare ground
blue,q90,1698,8,bare ground
blue,q90,2435,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,594,8,bare ground
blue,q90,981,8,bare ground
blue,q90,1004,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1257,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,990,8,bare ground
blue,q90,1247,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,890,8,bare ground
blue,q90,1419,8,bare ground
blue,q90,1435,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1345,8,bare ground
blue,q90,1578,8,bare ground
blue,q90,1402,8,bare ground
blue,q90,1438,8,bare ground
blue,q90,1014,8,bare ground
blue,q90,1419,8,bare ground
blue,q90,1419,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1697,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1241,8,bare ground
blue,q90,1141,8,bare ground
blue,q90,1204,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,612,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1049,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1079,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,912,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,936,8,bare ground
blue,q90,860,8,bare ground
blue,q90,2147,8,bare ground
blue,q90,661,8,bare ground
blue,q90,2611,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1139,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1190,8,bare ground
blue,q90,1411,8,bare ground
blue,q90,2832,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1763,8,bare ground
blue,q90,3034,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,1625,8,bare ground
blue,q90,2718,8,bare ground
blue,q90,-9999,8,bare ground
blue,q90,2118,8,bare ground
blue,q90,1369,8,bare ground
blue,q90,2012,8,bare ground
blue,q90,2099,8,bare ground
blue,q90,2043,8,bare ground
blue,q90,1124,8,bare ground
blue,q90,2323,8,bare ground
blue,q90,989,8,bare ground
green,std,345,8,bare ground
green,std,22,8,bare ground
green,std,505,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,471,8,bare ground
green,std,-9999,8,bare ground
green,std,79,8,bare ground
green,std,65,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,356,8,bare ground
green,std,0,8,bare ground
green,std,0,8,bare ground
green,std,90,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,131,8,bare ground
green,std,0,8,bare ground
green,std,305,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,85,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,6,8,bare ground
green,std,0,8,bare ground
green,std,707,8,bare ground
green,std,-9999,8,bare ground
green,std,42,8,bare ground
green,std,92,8,bare ground
green,std,96,8,bare ground
green,std,0,8,bare ground
green,std,474,8,bare ground
green,std,188,8,bare ground
green,std,160,8,bare ground
green,std,-9999,8,bare ground
green,std,76,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,77,8,bare ground
green,std,0,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,78,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,828,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,69,8,bare ground
green,std,15,8,bare ground
green,std,758,8,bare ground
green,std,0,8,bare ground
green,std,197,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,18,8,bare ground
green,std,0,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,-9999,8,bare ground
green,std,0,8,bare ground
green,std,0,8,bare ground
green,std,-9999,8,bare ground
green,std,263,8,bare ground
green,std,408,8,bare ground
green,std,-9999,8,bare ground
green,std,267,8,bare ground
green,std,91,8,bare ground
green,std,299,8,bare ground
green,std,148,8,bare ground
green,std,58,8,bare ground
green,std,177,8,bare ground
green,std,318,8,bare ground
green,std,118,8,bare ground
green,q10,1006,8,bare ground
green,q10,1241,8,bare ground
green,q10,319,8,bare ground
green,q10,1912,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,383,8,bare ground
green,q10,-9999,8,bare ground
green,q10,2627,8,bare ground
green,q10,628,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1156,8,bare ground
green,q10,1860,8,bare ground
green,q10,-9999,8,bare ground
green,q10,2988,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1453,8,bare ground
green,q10,-9999,8,bare ground
green,q10,2816,8,bare ground
green,q10,2864,8,bare ground
green,q10,1110,8,bare ground
green,q10,2958,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,587,8,bare ground
green,q10,1338,8,bare ground
green,q10,757,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1627,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1195,8,bare ground
green,q10,1645,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1181,8,bare ground
green,q10,1734,8,bare ground
green,q10,213,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1475,8,bare ground
green,q10,1732,8,bare ground
green,q10,1540,8,bare ground
green,q10,1919,8,bare ground
green,q10,165,8,bare ground
green,q10,1492,8,bare ground
green,q10,1643,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1947,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1572,8,bare ground
green,q10,1596,8,bare ground
green,q10,1793,8,bare ground
green,q10,-9999,8,bare ground
green,q10,812,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1040,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1228,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1415,8,bare ground
green,q10,-9999,8,bare ground
green,q10,173,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1323,8,bare ground
green,q10,1255,8,bare ground
green,q10,257,8,bare ground
green,q10,604,8,bare ground
green,q10,1516,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,685,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1568,8,bare ground
green,q10,1756,8,bare ground
green,q10,3348,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,-9999,8,bare ground
green,q10,2196,8,bare ground
green,q10,3796,8,bare ground
green,q10,-9999,8,bare ground
green,q10,1508,8,bare ground
green,q10,1860,8,bare ground
green,q10,-9999,8,bare ground
green,q10,2128,8,bare ground
green,q10,1464,8,bare ground
green,q10,2276,8,bare ground
green,q10,2417,8,bare ground
green,q10,2372,8,bare ground
green,q10,1177,8,bare ground
green,q10,2191,8,bare ground
green,q10,1176,8,bare ground
green,q50,1046,8,bare ground
green,q50,1247,8,bare ground
green,q50,465,8,bare ground
green,q50,1912,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1209,8,bare ground
green,q50,-9999,8,bare ground
green,q50,2753,8,bare ground
green,q50,754,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1156,8,bare ground
green,q50,1860,8,bare ground
green,q50,-9999,8,bare ground
green,q50,2988,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1453,8,bare ground
green,q50,-9999,8,bare ground
green,q50,3497,8,bare ground
green,q50,2864,8,bare ground
green,q50,1110,8,bare ground
green,q50,3139,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,715,8,bare ground
green,q50,1339,8,bare ground
green,q50,806,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1628,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1297,8,bare ground
green,q50,1646,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1190,8,bare ground
green,q50,1734,8,bare ground
green,q50,872,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1523,8,bare ground
green,q50,1858,8,bare ground
green,q50,1595,8,bare ground
green,q50,1919,8,bare ground
green,q50,688,8,bare ground
green,q50,1657,8,bare ground
green,q50,1737,8,bare ground
green,q50,-9999,8,bare ground
green,q50,2031,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1658,8,bare ground
green,q50,1596,8,bare ground
green,q50,1794,8,bare ground
green,q50,-9999,8,bare ground
green,q50,812,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1062,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1228,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1415,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1787,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1458,8,bare ground
green,q50,1284,8,bare ground
green,q50,750,8,bare ground
green,q50,605,8,bare ground
green,q50,1760,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,685,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1607,8,bare ground
green,q50,1756,8,bare ground
green,q50,3349,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,-9999,8,bare ground
green,q50,2196,8,bare ground
green,q50,3796,8,bare ground
green,q50,-9999,8,bare ground
green,q50,1939,8,bare ground
green,q50,2689,8,bare ground
green,q50,-9999,8,bare ground
green,q50,2616,8,bare ground
green,q50,1673,8,bare ground
green,q50,2192,8,bare ground
green,q50,2644,8,bare ground
green,q50,2480,8,bare ground
green,q50,1219,8,bare ground
green,q50,2542,8,bare ground
green,q50,1339,8,bare ground
green,q90,1737,8,bare ground
green,q90,1290,8,bare ground
green,q90,1401,8,bare ground
green,q90,1912,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1343,8,bare ground
green,q90,-9999,8,bare ground
green,q90,2834,8,bare ground
green,q90,779,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1156,8,bare ground
green,q90,1860,8,bare ground
green,q90,-9999,8,bare ground
green,q90,2988,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1453,8,bare ground
green,q90,-9999,8,bare ground
green,q90,3613,8,bare ground
green,q90,2864,8,bare ground
green,q90,1110,8,bare ground
green,q90,3139,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,884,8,bare ground
green,q90,1339,8,bare ground
green,q90,1328,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1628,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1391,8,bare ground
green,q90,1646,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1197,8,bare ground
green,q90,1734,8,bare ground
green,q90,1747,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1557,8,bare ground
green,q90,1914,8,bare ground
green,q90,1750,8,bare ground
green,q90,1919,8,bare ground
green,q90,1201,8,bare ground
green,q90,1907,8,bare ground
green,q90,2009,8,bare ground
green,q90,-9999,8,bare ground
green,q90,2107,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1735,8,bare ground
green,q90,1596,8,bare ground
green,q90,1794,8,bare ground
green,q90,-9999,8,bare ground
green,q90,812,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1208,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1228,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1415,8,bare ground
green,q90,-9999,8,bare ground
green,q90,2094,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1484,8,bare ground
green,q90,1295,8,bare ground
green,q90,2070,8,bare ground
green,q90,605,8,bare ground
green,q90,1873,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,685,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,1607,8,bare ground
green,q90,1756,8,bare ground
green,q90,3349,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,-9999,8,bare ground
green,q90,2196,8,bare ground
green,q90,3796,8,bare ground
green,q90,-9999,8,bare ground
green,q90,2066,8,bare ground
green,q90,2729,8,bare ground
green,q90,-9999,8,bare ground
green,q90,2767,8,bare ground
green,q90,1747,8,bare ground
green,q90,2501,8,bare ground
green,q90,2725,8,bare ground
green,q90,2506,8,bare ground
green,q90,1572,8,bare ground
green,q90,2913,8,bare ground
green,q90,1438,8,bare ground
red,std,314,8,bare ground
red,std,48,8,bare ground
red,std,588,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,490,8,bare ground
red,std,-9999,8,bare ground
red,std,111,8,bare ground
red,std,66,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,241,8,bare ground
red,std,0,8,bare ground
red,std,0,8,bare ground
red,std,184,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,138,8,bare ground
red,std,0,8,bare ground
red,std,199,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
